0,2014,46,0,0,0,0,12.79,1010,1.107,301,3.351,0.116,1.346,0,0,0,-0.517561,0,158.6,354.5,11.96,12.72,97.9,0,0
0,2014,46,1,0,0,0,12.55,1010,1.12,304.2,4.903,0.127,1.346,0,0,0,-0.560691,0,158.6,355.1,11.96,12.7,97.6,0,0
0,2014,46,2,0,0,0,12.43,1010,1.027,312.8,3.316,0.107,1.08,0,0,0,-0.301911,0,158.6,355.8,11.96,12.72,97.8,0,0
0,2014,46,3,0,0,0,12.42,1010,0.987,315.5,3.114,0.127,1.08,0,0,0,-0.388171,0,158.7,356.5,11.96,12.72,97.9,0,0
0,2014,46,4,0.092744,0,0.092744,12.32,1010,1.067,311.7,2.39,0.058,1.08,0.083516,0,0.083516,0.215650,0,158.7,357.1,11.96,12.72,97.9,0,0
0,2014,46,5,0.231859,0,0.231859,12.35,1010,1.08,309.9,6.221,0.119,1.346,0.208791,0,0.208791,0.474431,0,158.7,357.8,11.96,12.72,98.1,0,0
0,2014,46,6,0.417346,0,0.417346,12.4,1010,1.133,306.5,6.443,0.16,1.346,0.375824,0,0.375824,0.258781,0,158.7,358.5,11.96,12.72,98.2,0,0
0,2014,46,7,0.278231,0,0.278231,12.4,1010,1.173,308,6.264,0.127,1.346,0.250549,0,0.250549,0.388171,0,158.7,359.1,11.96,12.72,98.1,0,0
0,2014,46,8,0.278231,0,0.278231,12.4,1010,1.187,313.4,3.28,0.13,1.346,0.250549,0,0.250549,0.345041,0,158.7,341.8,11.96,12.72,98,0,0
0,2014,46,9,0.370974,0,0.370974,12.36,1010,1.107,312.8,3.553,0.116,1.346,0.334066,0,0.334066,0.388171,0,158.7,0.494,11.96,12.72,97.9,0,0
0,2014,46,10,0.231859,0,0.231859,12.37,1010,0.867,305.8,4.023,0.136,1.08,0.208791,0,0.208791,0.431301,0,158.7,1.165,11.96,12.72,97.9,0,0
0,2014,46,11,0.278231,0,0.278231,12.4,1010,0.436,304.8,1.854,0.303,0.814,0.250549,0,0.250549,0.388171,0,158.7,1.836,11.96,12.71,98,0,0
0,2014,46,12,0.463718,0,0.463718,12.36,1010,0,0,0,0,0,0.417582,0,0.417582,0.388171,0,158.7,2.506,11.96,12.72,97.9,0,0
0,2014,46,13,0.417346,0,0.417346,12.28,1010,0,0,0,0,0,0.375824,0,0.375824,0.301911,0,158.7,3.175,11.96,12.72,97.8,0,0
0,2014,46,14,0.370974,0,0.370974,12.26,1010,0,0,0,0,0,0.334066,0,0.334066,0.431301,0,158.7,3.844,11.94,12.72,97.8,0,0
0,2014,46,15,0.139115,0,0.139115,12.27,1010,0,0,0,0,0,0.125275,0,0.125275,0.474431,0,158.6,4.513,11.93,12.72,97.9,0,0
0,2014,46,16,0.278231,0,0.278231,12.4,1010,0.095,311.2,0.406,0.232,0.814,0.250549,0,0.250549,0.474431,0,158.6,5.181,11.93,12.72,98.2,0,0
0,2014,46,17,0.370974,0,0.370974,12.46,1010,0.814,307.3,3.609,0.084,1.08,0.334066,0,0.334066,0.388171,0,158.6,5.848,11.92,12.72,98.2,0,0
0,2014,46,18,0.463718,0,0.463718,12.5,1010,0.814,302,1.447,0.084,1.08,0.417582,0,0.417582,0.301911,0,158.6,6.513,11.92,12.71,98.1,0,0
0,2014,46,19,0.139115,0,0.139115,12.42,1010,0.867,299.8,2.5,0.107,1.08,0.125275,0,0.125275,0.517561,0,158.5,7.177,11.91,12.72,97.8,0,0
0,2014,46,20,0.324603,0,0.324603,12.32,1010,0.814,296.6,6.029,0.119,1.08,0.292308,0,0.292308,0.474431,0,158.5,7.84,11.91,12.71,97.7,0,0
0,2014,46,21,0.185487,0,0.185487,12.35,1010,0.706,295.9,6.31,0.198,0.814,0.167033,0,0.167033,0.345041,0,158.5,8.5,11.91,12.71,98,0,0
